ncid,vote_method_2020
BL265478,Absentee
BL265479,Absentee
BL265482,Absentee
BL265487,In-Person
BL265489,Absentee
BL2655,Absentee
BL26550,Absentee
BL265502,Absentee
BL26551,Absentee
BL265515,Absentee
BL265517,Absentee
BL265525,Absentee
BL265526,Absentee
BL265535,Absentee
BL265555,Absentee
BL265557,Absentee
BL265560,Absentee
BL265565,Absentee
BL265569,Absentee
BL265570,Absentee
BL265574,In-Person
BL265588,Absentee
BL265590,In-Person
BL265594,Absentee
BL265597,In-Person
BL265604,Absentee
BL265610,Absentee
BL265612,Absentee
BL265622,Absentee
BL265624,Absentee
BL265626,Absentee
BL265638,Absentee
BL265652,Absentee
BL265655,Absentee
BL265656,Absentee
BL265658,Absentee
BL265668,Absentee
BL265672,Absentee
BL265673,Absentee
BL265679,Absentee
BL265681,Absentee
BL265689,Absentee
BL265696,Absentee
BL265701,Absentee
BL265703,Absentee
BL265704,Absentee
BL265709,Absentee
BL26571,Absentee
BL265712,Absentee
BL265716,Absentee
BL265719,Absentee
BL26572,Absentee
BL265720,Absentee
BL265722,Absentee
BL265727,In-Person
BL265730,Absentee
BL265737,Absentee
BL265743,In-Person
BL265754,Absentee
BL265762,Absentee
BL265764,Absentee
BL265766,Absentee
BL265768,Absentee
BL265770,Absentee
BL265771,Absentee
BL265772,Absentee
BL265774,Absentee
BL265776,Absentee
BL265778,Absentee
BL265779,Absentee
BL265781,Absentee
BL265784,Absentee
BL265792,Absentee
BL265797,Absentee
BL265801,Absentee
BL265802,Absentee
BL265809,Absentee
BL26581,Absentee
BL265817,Absentee
BL265818,Absentee
BL26582,Absentee
BL265823,Absentee
BL26583,Absentee
BL265842,Other
BL26585,Absentee
BL265850,Other
BL265851,Absentee
BL265856,Absentee
BL265857,Absentee
BL26586,Absentee
BL265862,Absentee
BL265863,Absentee
BL265865,Absentee
BL265869,Absentee
BL26587,Absentee
BL265870,Absentee
BL265872,Absentee
BL265873,Absentee
BL265885,Absentee
BL265888,Absentee
BL265889,Absentee
BL265891,Absentee
BL265892,In-Person
BL265894,Absentee
BL265904,Absentee
BL265909,Absentee
BL265910,Absentee
BL265912,Absentee
BL265919,Absentee
BL265924,Absentee
BL265928,In-Person
BL265929,Absentee
BL26593,Absentee
BL265937,Absentee
BL26595,Absentee
BL265959,In-Person
BL265960,Absentee
BL265963,Absentee
BL265983,Absentee
BL266002,Absentee
BL266005,In-Person
BL266007,Absentee
BL266009,In-Person
BL266014,Absentee
BL266015,Absentee
BL266016,Absentee
BL266018,Absentee
BL266020,Absentee
BL266021,Absentee
BL266022,Absentee
BL266023,Absentee
BL266028,Absentee
BL266035,Absentee
BL266080,Absentee
BL266081,Absentee
BL266082,Absentee
BL266085,Absentee
BL266089,Absentee
BL2661,Absentee
BL266112,In-Person
BL266114,Absentee
BL266126,Absentee
BL26613,Absentee
BL266140,Absentee
BL266151,In-Person
BL266158,Absentee
BL266159,Absentee
BL26616,In-Person
BL266163,Absentee
BL266168,Absentee
BL266170,Absentee
BL266172,Absentee
BL266175,Absentee
BL266192,Absentee
BL266195,Absentee
BL266203,Absentee
BL266208,In-Person
BL266214,Absentee
BL266218,Absentee
BL266225,Absentee
BL266226,In-Person
BL266227,Absentee
BL266235,Absentee
BL266249,Absentee
BL266255,Absentee
BL266256,Absentee
BL266262,Absentee
BL266263,Absentee
BL266265,Absentee
BL266277,Absentee
BL26628,Absentee
BL266281,Absentee
BL266288,Absentee
BL266301,In-Person
BL266319,Absentee
BL266323,Absentee
BL266336,Absentee
BL266342,Absentee
BL266344,Absentee
BL266347,In-Person
BL26635,Absentee
BL266354,In-Person
BL266356,Absentee
BL266358,Absentee
BL266365,Absentee
BL266366,Absentee
BL266369,In-Person
BL266370,In-Person
BL266388,Absentee
BL266391,In-Person
BL266396,Absentee
BL266399,Absentee
BL266401,Absentee
BL266411,Absentee
BL266414,Absentee
BL266419,Absentee
BL266425,Absentee
BL266428,Absentee
BL266429,Absentee
BL266442,Absentee
BL266444,Absentee
BL26645,Absentee
BL266451,Absentee
BL266454,Absentee
BL266455,Absentee
BL266457,Absentee
BL266461,Absentee
BL266470,Absentee
BL266471,Absentee
BL266482,Absentee
BL266483,Absentee
BL266486,Absentee
BL266505,Absentee
BL266507,Absentee
BL266511,Absentee
BL266513,Absentee
BL266522,Absentee
BL266527,Absentee
BL266529,In-Person
BL266540,Absentee
BL26655,Absentee
BL266556,Absentee
BL266559,In-Person
BL266561,Absentee
BL266562,Absentee
BL266565,Absentee
BL266566,Absentee
BL266567,Absentee
BL266568,Absentee
BL266582,Absentee
BL266586,In-Person
BL266588,Absentee
BL266589,Absentee
BL266590,Absentee
BL266591,Absentee
BL266593,Absentee
BL266605,Absentee
BL266610,Absentee
BL266612,Absentee
BL266616,Absentee
BL266618,Absentee
BL266620,Absentee
BL266625,Absentee
BL266627,Absentee
BL266629,Absentee
BL266630,Absentee
BL266641,Absentee
BL266642,Absentee
BL266646,Absentee
BL266647,In-Person
BL266654,Absentee
BL266657,Absentee
BL266660,Absentee
BL266661,Absentee
BL266668,Absentee
BL26667,In-Person
BL266672,Absentee
BL266673,Absentee
BL266674,Absentee
BL266686,Absentee
BL266689,Other
BL266690,Absentee
BL266695,Absentee
BL266696,In-Person
BL266702,Absentee
BL266703,Absentee
BL266710,Absentee
BL266713,Absentee
BL266715,Absentee
BL266723,Absentee
BL266728,In-Person
BL266733,Absentee
BL266737,In-Person
BL266741,Absentee
BL266742,Absentee
BL266744,Absentee
BL266746,In-Person
BL266747,Absentee
BL266749,Absentee
BL26675,Absentee
BL266750,Absentee
BL266754,Absentee
BL266757,Absentee
BL266766,Absentee
BL266772,In-Person
BL266780,Absentee
BL266782,Absentee
BL266784,Absentee
BL266790,Absentee
BL266792,Absentee
BL266794,Absentee
BL266795,In-Person
BL266797,Absentee
BL266798,Absentee
BL266799,Absentee
BL2668,Absentee
BL266807,Absentee
BL266811,Absentee
BL266813,Absentee
BL266817,Absentee
BL266824,Absentee
BL266832,Absentee
BL266836,Absentee
BL266838,Absentee
BL266841,Absentee
BL266844,Absentee
BL266845,Absentee
BL266853,Absentee
BL266859,Absentee
BL26686,Absentee
BL266862,Absentee
BL266863,Absentee
BL266869,Absentee
BL266871,Absentee
BL266880,Absentee
BL266883,Absentee
BL266885,Absentee
BL266890,Absentee
BL266893,Absentee
BL266894,Absentee
BL266899,Absentee
BL266909,Absentee
BL266913,Absentee
BL266914,Absentee
BL266917,Absentee
BL266918,Absentee
BL266923,Absentee
BL266924,Absentee
BL266929,Absentee
BL266933,Absentee
BL266935,Absentee
BL266936,Absentee
BL266938,Absentee
BL266947,Absentee
BL266948,Absentee
BL26696,Absentee
BL266960,Absentee
BL266962,Absentee
BL266964,Absentee
BL266966,Absentee
BL266967,Absentee
BL266971,Absentee
BL266976,Absentee
BL266977,Absentee
BL266984,In-Person
BL266985,In-Person
BL266989,Absentee
BL26699,Absentee
BL266991,Absentee
BL266992,Absentee
BL266996,Absentee
BL267000,Absentee
BL26701,Absentee
BL267013,Absentee
BL267014,Absentee
BL267015,Absentee
BL267019,In-Person
BL267020,Absentee
BL267022,Absentee
BL267023,Absentee
BL267025,Absentee
BL267026,Absentee
BL26703,Absentee
BL267030,Absentee
BL267035,Absentee
BL267037,Absentee
BL267039,Absentee
BL267042,Absentee
BL267045,Absentee
BL267047,Absentee
BL267048,Absentee
BL267053,Absentee
BL267055,Absentee
BL267058,Absentee
BL267059,In-Person
BL267061,In-Person
BL267066,Absentee
BL267072,Absentee
BL267075,Absentee
BL26708,Absentee
BL267083,Absentee
BL267085,In-Person
BL267094,In-Person
BL267096,Absentee
BL267097,In-Person
BL26710,Absentee
BL267103,In-Person
BL267116,Absentee
BL267122,In-Person
BL267124,Absentee
BL267130,Absentee
BL267138,Absentee
BL267142,Absentee
BL267144,In-Person
BL267146,Absentee
BL267148,Absentee
BL267149,Absentee
BL267153,Absentee
BL267157,Absentee
BL267167,Absentee
BL267169,Absentee
BL267171,Absentee
BL267173,Absentee
BL267174,Absentee
BL267175,Absentee
BL267181,Absentee
BL267185,Absentee
BL267187,Absentee
BL267189,Absentee
BL26719,Absentee
BL267190,Absentee
BL267201,Absentee
BL267204,Absentee
BL267207,Absentee
BL26721,Absentee
BL267215,Absentee
BL267217,Absentee
BL267229,Absentee
BL267230,Absentee
BL267236,Absentee
BL26724,Absentee
BL267241,Absentee
BL267246,Absentee
BL267255,Absentee
BL267262,In-Person
BL267264,Absentee
BL267269,Absentee
BL267272,Absentee
BL267279,Absentee
BL267281,Absentee
BL267289,Absentee
BL267291,Absentee
BL267294,Absentee
BL267297,In-Person
BL2673,Absentee
BL267319,Absentee
BL267320,Absentee
BL267321,Absentee
BL267323,Absentee
BL267332,Absentee
BL267335,Absentee
BL267349,Absentee
BL26735,Absentee
BL267358,Absentee
BL267362,Absentee
BL267366,Absentee
BL267367,Absentee
BL267370,Absentee
BL267378,Absentee
BL267379,Absentee
BL267381,Absentee
BL267406,Absentee
BL267429,Absentee
BL267442,Absentee
BL267460,In-Person
BL267461,In-Person
BL267466,Absentee
BL267467,Absentee
BL267469,Absentee
BL267470,In-Person
BL267476,Absentee
BL267477,Absentee
BL267484,Absentee
BL267486,Absentee
BL267489,Absentee
BL267493,Absentee
BL267496,Absentee
BL267499,Absentee
BL267500,Absentee
BL26751,Absentee
BL267512,Absentee
BL267517,Absentee
BL267518,Absentee
BL26752,Absentee
BL26753,Absentee
BL267530,Absentee
BL267533,Absentee
BL267536,Absentee
BL267537,Absentee
BL267539,Absentee
BL26754,Absentee
BL267545,In-Person
BL267546,Absentee
BL26755,Absentee
BL267550,Absentee
BL267560,Absentee
BL267568,Absentee
BL267569,Absentee
BL26757,Absentee
BL267574,Absentee
BL267577,Absentee
BL267582,Absentee
BL267585,In-Person
BL267592,Absentee
BL267595,Absentee
BL267605,In-Person
BL267609,Absentee
BL26761,Absentee
BL267614,Absentee
BL26762,Absentee
BL267624,Absentee
BL267634,Absentee
BL267635,Absentee
BL267636,Absentee
BL26764,Absentee
BL267644,Absentee
BL267649,Absentee
BL267652,Absentee
BL267655,Absentee
BL267656,Absentee
BL267658,Absentee
BL267661,Absentee
BL267663,Absentee
BL267674,Absentee
BL267675,Absentee
BL267684,Absentee
BL267686,Absentee
BL267687,Absentee
BL267691,Absentee
BL267699,Absentee
BL267713,Absentee
BL267719,Absentee
BL267739,Absentee
BL267742,Absentee
BL267750,Absentee
BL267753,Absentee
BL26776,Absentee
BL267773,Absentee
BL267778,Absentee
BL267786,Absentee
BL267787,Absentee
BL267794,Absentee
BL267802,Absentee
BL267803,Absentee
BL267804,Absentee
BL267813,In-Person
BL267814,Absentee
BL267818,Absentee
BL267825,Absentee
BL267827,Absentee
BL267830,Absentee
BL267846,Absentee
BL267847,Absentee
BL267852,Absentee
BL267859,Absentee
BL267864,Absentee
BL267874,Absentee
BL267877,Absentee
BL267878,Absentee
BL267882,Absentee
BL267885,Absentee
BL267890,Absentee
BL267891,Absentee
BL267892,Absentee
BL267894,Absentee
BL267918,Absentee
BL267920,Absentee
BL267928,Absentee
BL267940,Absentee
BL267941,Absentee
BL267942,Absentee
BL267949,Absentee
BL267954,Absentee
BL267955,Absentee
BL267959,Absentee
BL26796,Absentee
BL267968,Absentee
BL26797,Absentee
BL267972,In-Person
BL267973,In-Person
BL267975,Absentee
BL26798,Absentee
BL267981,Absentee
BL267982,In-Person
BL267983,Absentee
BL267984,Absentee
BL267991,Absentee
BL26800,Absentee
BL268000,Absentee
BL268001,Absentee
BL268004,Absentee
BL268007,Absentee
BL26801,Absentee
BL268012,In-Person
BL268014,Absentee
BL268015,Absentee
BL268016,Absentee
BL268017,Absentee
BL268027,Absentee
BL268029,Absentee
BL268037,Absentee
BL268039,Absentee
BL268040,Absentee
BL268045,Absentee
BL268047,Absentee
BL268054,Absentee
BL268056,Absentee
BL268057,Absentee
BL268065,Absentee
BL268077,Absentee
BL268082,Absentee
BL268085,Absentee
BL268089,Absentee
BL268090,Absentee
BL268095,Absentee
BL268097,Absentee
BL26810,Absentee
BL268102,Absentee
BL268111,Absentee
BL268114,Absentee
BL268116,Absentee
BL268117,Absentee
BL268124,Absentee
BL268125,Other
BL268127,Absentee
BL268128,Absentee
BL268135,Absentee
BL268141,Absentee
BL268145,Absentee
BL268147,Absentee
BL268149,Absentee
BL268166,Absentee
BL268170,Absentee
BL268175,Absentee
BL268176,Absentee
BL268179,Absentee
BL268189,In-Person
BL268196,Absentee
BL2682,Absentee
BL26820,Absentee
BL268203,In-Person
BL268214,Absentee
BL26822,Absentee
BL268222,Absentee
BL268229,Absentee
BL26823,Absentee
BL268234,Absentee
BL268236,Absentee
BL268239,Absentee
BL268240,Absentee
BL268243,Absentee
BL26825,Absentee
BL268252,Absentee
BL268255,Absentee
BL268256,Absentee
BL268261,Absentee
BL268263,Absentee
BL268268,Absentee
BL268274,Absentee
BL26828,Absentee
BL268291,Absentee
BL268301,Absentee
BL268309,Absentee
BL26831,In-Person
BL268310,Absentee
BL268313,In-Person
BL268321,Absentee
BL268324,In-Person
BL268325,Absentee
BL26833,Absentee
BL268334,Absentee
BL268337,Absentee
BL26834,In-Person
BL268346,Absentee
BL268347,Absentee
BL268351,Absentee
BL268364,Absentee
BL268371,Absentee
BL268373,Absentee
BL268380,Absentee
BL268384,Absentee
BL268388,Absentee
BL268398,Absentee
BL268400,Absentee
BL268404,Absentee
BL268406,Absentee
BL268409,Absentee
BL268413,Absentee
BL268416,Absentee
BL268418,Absentee
BL268420,Absentee
BL268426,Absentee
BL268436,Absentee
BL268447,Absentee
BL268448,Absentee
BL268449,Absentee
BL268458,Absentee
BL268460,Absentee
BL268467,Absentee
BL268473,Absentee
BL268483,Absentee
BL268484,Absentee
BL268487,Absentee
BL268488,Absentee
BL268490,Absentee
BL268491,Absentee
BL268499,Absentee
BL26850,Absentee
BL268511,Absentee
BL268520,Absentee
BL268527,In-Person
BL268535,Absentee
BL268540,Absentee
BL268542,Absentee
BL268543,Absentee
BL268546,Absentee
BL26855,Absentee
BL268562,Absentee
BL268566,Absentee
BL268567,Absentee
BL268569,Absentee
BL268570,Absentee
BL268573,Absentee
BL268585,Absentee
BL268593,Absentee
BL268595,Absentee
BL2686,Absentee
BL26860,Absentee
BL268603,In-Person
BL268610,Absentee
BL268615,Absentee
BL268619,Absentee
BL268621,Absentee
BL268623,Absentee
BL268625,In-Person
BL268628,Absentee
BL26863,Absentee
BL268630,Absentee
BL268631,Absentee
BL268635,Absentee
BL268637,Absentee
BL268638,Absentee
BL26864,In-Person
BL268640,Absentee
BL268667,Absentee
BL268669,Absentee
BL268671,Absentee
BL268681,In-Person
BL268686,Absentee
BL26869,Absentee
BL268691,In-Person
BL268697,Absentee
BL268704,Absentee
BL268705,Absentee
BL268713,Absentee
BL268737,Absentee
BL268739,In-Person
BL268740,Absentee
BL268741,In-Person
BL268745,Absentee
BL268746,Absentee
BL268752,Absentee
BL268753,Absentee
BL268760,Absentee
BL268761,Other
BL268762,In-Person
BL268767,Absentee
BL268788,Absentee
BL268797,Absentee
BL2688,Absentee
BL268801,Absentee
BL268808,Absentee
BL268810,Absentee
BL268813,Absentee
BL268814,Absentee
BL268817,Absentee
BL268821,Absentee
BL268830,In-Person
BL268831,Absentee
BL268836,In-Person
BL268842,Absentee
BL268854,Absentee
BL268858,Absentee
BL268870,In-Person
BL268881,Absentee
BL268889,Absentee
BL268896,Absentee
BL268901,Absentee
BL268907,Absentee
BL268908,Absentee
BL268910,Absentee
BL268914,In-Person
BL268916,Absentee
BL268925,Absentee
BL268934,Absentee
BL268938,Absentee
BL268941,Absentee
BL268950,Absentee
BL268951,Absentee
BL268954,Absentee
BL268955,Absentee
BL268962,Absentee
BL268971,Absentee
BL268974,Absentee
BL268975,In-Person
BL268979,Absentee
BL268982,Absentee
BL268985,Absentee
BL268987,Absentee
BL26899,Absentee
BL268994,Absentee
BL268999,Absentee
BL26900,Absentee
BL269017,Absentee
BL269019,Absentee
BL269024,Absentee
BL269026,Absentee
BL269029,Absentee
BL269034,Absentee
BL269046,Absentee
BL269047,Absentee
BL269051,Absentee
BL269058,Absentee
BL269059,Absentee
BL269063,In-Person
BL269066,Absentee
BL269067,Absentee
BL269072,Absentee
BL269077,Absentee
BL269085,Absentee
BL269103,Absentee
BL269104,Absentee
BL269105,Absentee
BL269109,Absentee
BL269110,In-Person
BL269114,Absentee
BL269116,Absentee
BL269124,Absentee
BL26914,Absentee
BL269140,Absentee
BL269145,Absentee
BL26915,Absentee
BL269155,Absentee
BL269157,Absentee
BL269163,Absentee
BL269166,Absentee
BL269175,Absentee
BL269176,Absentee
BL269188,Absentee
BL269197,Absentee
BL26920,Absentee
BL269204,Absentee
BL269205,Absentee
BL269209,Absentee
BL269210,Absentee
BL269212,Absentee
BL269216,Absentee
BL269219,Absentee
BL269223,Absentee
BL269243,Absentee
BL269245,Absentee
BL269248,Absentee
BL269256,Absentee
BL269257,Absentee
BL269260,Absentee
BL269268,Absentee
BL269274,Absentee
BL269275,Absentee
BL269294,Absentee
BL269296,Absentee
BL269297,Absentee
BL269306,Absentee
BL269325,Absentee
BL269326,Absentee
BL269328,Absentee
BL269329,In-Person
BL269334,Absentee
BL269345,Absentee
BL269350,Absentee
BL269355,Absentee
BL26936,Absentee
BL269361,Absentee
BL269364,In-Person
BL269375,Absentee
BL269377,Absentee
BL26938,Absentee
BL269386,Absentee
BL269398,Absentee
BL269401,In-Person
BL269403,Absentee
BL269408,Absentee
BL269418,Absentee
BL269435,Absentee
BL269436,Absentee
BL269440,Absentee
BL269452,Absentee
BL269453,Absentee
BL269463,Absentee
BL269468,Absentee
BL269469,Absentee
BL26947,Absentee
BL269478,Absentee
BL269482,Absentee
BL269489,Absentee
BL269491,Absentee
BL269499,Absentee
BL269504,In-Person
BL269509,Absentee
BL269511,In-Person
BL26952,Absentee
BL269523,Absentee
BL269531,Absentee
BL269532,Absentee
BL269534,Absentee
BL269537,Absentee
BL269539,Absentee
BL269543,Absentee
BL269551,Absentee
BL269553,In-Person
BL269558,Absentee
BL269566,Absentee
BL269569,Absentee
BL26957,Absentee
BL269592,Absentee
BL269595,Absentee
BL269606,Absentee
BL269608,Absentee
BL269612,In-Person
BL269613,Absentee
BL269618,Absentee
BL269622,Absentee
BL269624,Absentee
BL269627,Absentee
BL269629,Absentee
BL269630,Absentee
BL269633,Absentee
BL26964,Absentee
BL269643,Absentee
BL269652,Absentee
BL269665,Absentee
BL269667,Absentee
BL269668,Absentee
BL269674,Absentee
BL269678,Absentee
BL269679,Absentee
BL269680,Absentee
BL269691,Absentee
BL269692,Absentee
BL269695,Absentee
BL269696,Absentee
BL26970,Absentee
BL269708,Absentee
BL269712,In-Person
BL269717,Absentee
BL269723,Absentee
BL269727,Absentee
BL269728,Absentee
BL26973,Absentee
BL269731,Absentee
BL269732,Absentee
BL269738,In-Person
BL269739,Absentee
BL269741,Absentee
BL269744,Absentee
BL269746,Absentee
BL269747,Absentee
BL269752,In-Person
BL269764,Absentee
BL269773,Absentee
BL269778,Absentee
BL269783,Absentee
BL269789,In-Person
BL269791,Absentee
BL269797,Absentee
BL269798,Other
BL269799,Absentee
BL26980,Absentee
BL269802,Absentee
BL269806,Absentee
BL269807,Absentee
BL269809,Absentee
BL269811,Absentee
BL269815,Absentee
BL269827,Absentee
BL269829,Absentee
BL269836,Absentee
BL269837,Absentee
BL269839,Absentee
BL26984,In-Person
BL269842,Absentee
BL269845,Absentee
BL269859,Absentee
BL269861,Absentee
BL269865,Absentee
BL269867,Absentee
BL269878,Absentee
BL269882,Absentee
BL269888,Absentee
BL269889,Absentee
BL269891,Absentee
BL269892,Absentee
BL269898,Absentee
BL269899,Absentee
BL2699,Absentee
BL26990,Absentee
BL269900,Absentee
BL269905,Absentee
BL269916,Absentee
BL269920,Absentee
BL269921,In-Person
BL269924,Absentee
BL269927,Absentee
BL26993,Absentee
BL269931,Absentee
BL269933,Absentee
BL269940,Absentee
BL269941,Absentee
BL269945,Absentee
BL269946,Absentee
BL269947,Absentee
BL269949,Absentee
BL26996,Absentee
BL269964,Absentee
BL269969,Absentee
BL269970,Absentee
BL26998,Absentee
BL269986,Absentee
BL269992,In-Person
BL270001,Absentee
BL270009,Absentee
BL270019,In-Person
BL270024,Absentee
BL270025,Absentee
BL270027,Other
BL270034,Absentee
BL270038,Absentee
BL270045,In-Person
BL270046,Absentee
BL270053,Absentee
BL270055,Absentee
BL270056,Absentee
BL270059,Absentee
BL270063,Absentee
BL270080,Absentee
BL270084,Absentee
BL270098,Absentee
BL270101,Absentee
BL270105,Absentee
BL270111,Absentee
BL270114,Absentee
BL270116,Absentee
BL270118,Absentee
BL270134,Absentee
BL270138,Absentee
BL270139,Absentee
BL270141,Absentee
BL270149,Absentee
BL270150,In-Person
BL270161,Absentee
BL270168,Absentee
BL270169,Absentee
BL270180,Absentee
BL270182,Absentee
BL270212,Absentee
BL270216,Absentee
BL270224,Absentee
BL270229,Absentee
BL270232,Absentee
BL270238,Absentee
BL270240,Absentee
BL270264,Absentee
BL270268,Absentee
BL270276,Absentee
BL270278,Absentee
BL270283,Absentee
BL270293,Absentee
BL270301,Absentee
BL270315,Absentee
BL270319,Absentee
BL270321,Absentee
BL270332,Absentee
BL270333,Absentee
BL270334,Absentee
BL270338,In-Person
BL270345,Absentee
BL270347,Absentee
BL270362,Absentee
BL270366,Absentee
BL270369,Absentee
BL27037,Absentee
BL270370,Absentee
BL270371,Absentee
BL270373,Absentee
BL270375,Absentee
BL270377,Absentee
BL270383,Absentee
BL270385,Absentee
BL270387,Absentee
BL270404,Absentee
BL270409,Absentee
BL270410,In-Person
BL270417,Absentee
BL270421,Absentee
BL270424,Absentee
BL270431,Absentee
BL270442,Absentee
BL270445,Absentee
BL270452,Absentee
BL270464,Absentee
BL270469,Absentee
BL270487,Absentee
BL270488,Absentee
BL270493,Absentee
BL270495,Absentee
BL270512,Absentee
